1.1.toyota_sienna	1.0 0.708
2.0.toyota_rv	6.0 1.74
2.1.suspension_toyota	2.0 0.822
2.1.toyota_auto	5.0 1.4
2.1.toyota_code_definition	10.0 0.24
2.1.toyota_kdh200	3.0 0.822
4.1.toyota_tacoma	948.0 232.14
4.1.toyota_trento_via	4.0 1.824
adx.9.delandtoyotafl.com	4.0 4.0
adx.9.peacearchtoyota.com	1.0 1.0
2.0.related_links_toyota	1.0 0.046
2.0.toyota_echo	8.0 2.013
2.0.toyota_texas_bass	87.0 5.165
4.0.scores_toyota	1.0 0.124
4.0.toyota_tis_techstream	11.0 1.54
4.0.toyota_van	3.0 0.268
4.1.marion_toyota	31.0 8.605
4.1.mobil_baru_toyota	1.0 0.518
4.1.toyota_racing_development	171.0 9.736
adx.4.1.toyota_land_cruiser_70_series	1.0 0.356
2.1.black_toyota_mark	9.0 1.981
4.0.todas_repuestos_toyota_original_importados_desde_japon	1.0 0.241
4.0.toyota_hybrid	1.0 0.045
4.0.toyota_panasonic	1.0 1.0
4.1.toyota_logo	16.0 1.007
4.1.toyota_verossa	8.0 4.646
adx.2.0.blitz_compressor_system_supercharger_kit_toyota_zze123_zze123g	1.0 0.884
1.0.toyota_hiroof_trh	1.0 0.03
2.0.toyota_fielder	13.0 6.67
2.0.toyota_video	1.0 0.309
2.1.toyota_drift_school	12.0 6.516
4.0.modified_toyota_museum_comments	6.0 0.453
4.0.todos_todos_llanta_para_camioneta_nissan_toyota_chevrolet_mitsub_fierro_aleacion	1.0 0.705
4.0.toyota_mark_logo	1.0 0.094
4.1.deze_toyota	1.0 0.033
4.1.toyota_kijang_innova	9.0 0.332
4.1.toyota_motor_corp	266.0 10.88
adx.4.1.toyota_starlet	1.0 0.088
1.0.toyota_vibe_summer_mixtape	2.0 0.25
2.0.astra_toyota_agya	289.0 17.722
2.0.toyota_treviglio_via_bergamo	1.0 0.556
2.0.toyota_tsuho_marketing_support_plastic_department_vacancy	2.0 1.428
2.0.toyotas_new_compact_belta	1.0 0.417
2.1.toyota_nascar_camry	1.0 0.696
2.1.toyota_news	2.0 0.08
2.1.toyota_smart	22.0 2.117
4.0.toyota_jwp_out	1.0 0.157
4.0.toyota_league_cup	1.0 0.314
4.1.toyota_kalla	1.0 0.063
4.1.toyota_visa	1.0 0.178
2.0.modified_toyota_museum_comments	8.0 0.611
2.0.toyota_production_system	104.0 8.836
2.0.toyota_working	1.0 0.587
2.1.toyota_iq	63.0 26.018
4.0.domicilio_experto_en_toyota	4.0 0.944
4.0.toyota_new_vios_toyota_new_vios_toyota_new_vios_toyota_new_vios_toyota_new_vios_toyota_new_vios_toyota_new_vios_toyota_new_vios_toyota_new_vios_new_vios_toyota_new_vios	6.0 3.636
4.1.toyota_camry_vienta	10.0 2.55
9.blogtoyotaproductionsystem.blogspot.com	13.0 13.0
adx.2.0.marion_toyota	4.0 1.022
adx.2.0.toyota_safety	1.0 0.924
1.1.town_toyota_center	1.0 0.665
1.1.toyota_surf	1.0 0.399
2.0.toyota_friend	1.0 0.108
2.0.toyota_toyota	97.0 5.378
2.0.warrenton_toyota	62.0 16.147
2.1.toyota_tazz	20.0 2.607
adx.2.1.toyota_2000_gt	1.0 0.031
adx.2.1.toyota_belta	1.0 0.704
2.0.toyota_auto	5.0 1.4
2.0.toyota_drivers	2.0 0.072
2.0.toyota_matures	1.0 0.128
4.0.toyota_iti_joc_training_recruitment_exam	11.0 0.385
4.1.toyota_camry	5060.0 927.271
4.1.toyota_earning_profits	1.0 0.382
9.cornwalltoyota.com	9.0 9.0
adx.2.0.toyota_motor_north_america	3.0 0.428
adx.2.1.haley_toyota	1.0 0.44
1.1.toyota_premio	3.0 0.441
2.0.subaru_toyota	31.0 2.102
2.0.toyota_bellusco_via	1.0 0.402
2.1.toyota_new_alphard	2.0 0.243
2.1.toyota_tyre_safety	2.0 0.08
4.0.toyota_sienna	702.0 218.983
4.0.toyota_techstream	16.0 0.944
adx.2.0.toyota_land_cruiser	31.0 9.446
1.1.toyota_harrier	1.0 0.051
2.0.front_toyota	1.0 0.066
2.0.modified_toyota_mr	30.0 1.44
2.0.toyota_industries_corporation	1.0 0.027
2.0.toyota_mumbai	1.0 0.096
2.0.toyota_presents_platinum_level_awards	1.0 0.236
2.1.cvt_toyota_toyota	7.0 0.651
2.1.toyota_industries	4.0 0.352
2.1.toyota_kijang_innova	27.0 4.929
2.1.toyota_targets	2.0 0.354
4.0.genuine_toyota_parts_factory_oem_authorized	112.0 21.399
4.0.toyota_logo	16.0 1.007
4.0.toyota_pickups	15.0 2.43
adx.2.0.toyota_motors	9.0 0.432
adx.4.1.dailytech_toyota	1.0 0.147
2.0.lapaz_toyota	1.0 0.444
2.0.toyota_new_estima	53.0 2.173
2.0.toyota_sa	1.0 0.422
4.0.deze_toyota	1.0 0.033
4.1.ter_studiotoyota_vios	3.0 0.24
adx.1.0.toyota_corolla	3.0 0.941
adx.2.0.toyota_altezza	5.0 1.586
adx.4.0.toyota_camry_hybrid	8.0 1.425
2.0.lowongan_kerja_toyota_astra_motor	4.0 1.075
2.0.toyota_land_cruiser_70_series	15.0 5.34
2.0.toyota_news	2.0 0.08
2.1.toyota_auris	907.0 408.561
4.0.toyota_matrix	145.0 9.175
4.0.toyota_visa	1.0 0.178
4.1.toyota_cressida	23.0 2.022
adx.2.1.toyota_gb	1.0 0.027
adx.2.1.toyota_quantum	1.0 0.3
adx.2.1.toyota_sprinter	2.0 0.05
1.0.toyota_fortuner	5.0 1.442
2.0.toyota_accelerator_problems_result	5.0 1.315
2.0.toyota_ospedaletto_via_meucci	4.0 2.084
4.0.toyota_model_cressida_grande	4.0 0.18
4.0.toyotaad	1.0 0.098
4.1.plinker_tactical_toyota	15.0 0.494
4.1.toyota_axio	149.0 72.354
4.1.toyota_doraemon	1.0 0.33
4.1.toyota_platz	3.0 2.361
adx.4.0.toyota_city	3.0 0.141
adx.4.1.toyota_bets	1.0 0.193
1.0.toyota_surf	1.0 0.399
2.0.toyota_photos	2.0 0.286
2.0.toyota_stadium	8.0 0.288
2.0.toyota_tazz	18.0 2.551
2.1.toyota_center_houston	27.0 1.366
2.1.toyota_chaser	4.0 0.859
2.1.toyota_invents_baby	1.0 0.54
2.1.toyota_offerte_presse	3.0 0.804
4.0.toyota_vehicles	74.0 9.648
9.toyotaforklift.ca	236.0 274.0
adx.4.0.toyota_motor_sales	2.0 0.056
2.1.milton_toyota	9.0 2.441
4.0.toyota_tsuho_marketing_support_plastic_department_vacancy	3.0 2.142
4.1.toyota_thaigascar	61.0 6.324
4.1.toyota_ts030_lmp1	28.0 10.388
adx.4.1.toyota_replacement_engines	1.0 0.709
adx.9.toyotaonfront.com	5.0 5.0
1.0.toyota_camry	17.0 6.421
1.1.toyota_vigo	2.0 0.318
2.0.toyota_readies_corolla_hatch	6.0 2.532
2.1.toyota_sales_strong	7.0 1.099
4.1.fundacin_toyota	2.0 1.608
adx.4.1.texas_toyota	2.0 0.074
1.0.toyota_dealer	1.0 0.094
2.0.toyota_forklift_safety_poster	1.0 0.151
2.0.toyota_hybrid_synergy	1.0 0.035
4.0.coser_toyota	39.0 6.685
4.0.toyota_new_zealand	4.0 0.472
4.0.toyota_starlet_gt_turbo	8.0 5.571
4.1.toyota_corona_exiv	2.0 0.074
4.1.toyota_shirakawa	3.0 1.5
2.0.toyota_helps_teens_become_better_drivers	1.0 0.582
2.1.toyota_dyna	15.0 1.292
4.0.berlin_city_toyota_nh	4.0 0.716
4.0.toyota_kdh	1.0 0.581
9.toyotaalphardinfo.blogspot.com	1.0 1.0
9.toyotalatinopriusv.com	8.0 15.0
adx.4.0.toyota_dealers	1.0 0.048
2.0.agencia_toyota	7.0 0.385
2.0.toyota_india_dealerships	2.0 0.326
4.0.islands_toyota	20.0 19.278
4.0.toyota_celebrates	1.0 0.149
4.0.toyota_motorsport_gmbh	2.0 0.07
4.1.toyota_perkenalkan_agya	106.0 34.662
adx.2.1.toyota_tundra	77.0 20.387
adx.9.savannahtoyota.net	1.0 3.0
2.1.has_toyota	9.0 1.674
2.1.toyota_europe	7.0 0.185
2.1.toyota_kirloskar	460.0 69.204
2.1.toyota_publica	18.0 0.497
4.0.kendall_toyota	1.0 0.108
4.0.toyota_agya_trd	128.0 11.469
4.0.toyota_axio	129.0 71.514
4.0.toyota_parts_gemini_parts	4.0 3.892
4.0.toyota_tercel	150.0 19.445
4.1.toyota_trucks	8.0 0.691
9.clintnewelltoyotanews.com	4.0 4.0
9.toyota.hotelsireland.com	7.0 8.0
adx.2.0.toyota_mark_ii	3.0 0.289
adx.2.0.toyotas	1.0 0.078
1.0.toyota_platz	3.0 1.021
4.0.destination_toyota_burnaby	1.0 0.418
4.0.toyota_rav4s	4.0 1.72
4.1.findlay_toyota	1.0 0.313
4.1.toyota_crown	61.0 29.664
4.1.toyota_ready	2.0 0.146
4.1.toyota_truck	46.0 2.601
9.mississaugatoyota.com.vsd27.korax.net	1.0 1.0
adx.4.0.toyota_prius	137.0 39.725
adx.4.1.town_toyota_center	10.0 6.588
2.0.front_toyota_pradopakistan	5.0 0.19
2.1.toyota_has	2.0 0.57
2.1.toyota_motor_manufacturing_texas	7.0 0.154
2.1.toyota_stock	2.0 0.644
4.0.black_toyota_vigo	2.0 3.095
4.0.toyota_avalon	211.0 111.891
4.0.toyota_centre	1.0 0.297
4.0.toyota_group	25.0 1.688
4.1.glenn_toyota_frankfort	1.0 0.052
4.1.service4service_toyota	4.0 0.444
adx.4.1.toyota_motorsport	1.0 0.024
adx.4.1.toyota_vios	1.0 0.034
1.0.toyota_pakistan_new_toyota_cars	2.0 0.778
1.0.toyota_vigo	2.0 0.318
2.0.toyota_aygo_crazy	3.0 1.538
2.0.toyota_kijang	7.0 1.184
4.0.sistema_toyota	12.0 0.787
4.1.schaumburg_toyota	4.0 0.324
4.1.toyota_supra	1215.0 274.528
9.rctoyotas.freeforums.org	25.0 26.0
adx.4.0.new_toyota_rebates	8.0 5.944
adx.4.1.toyota_solara	2.0 0.056
2.0.toyota_sponsored_grease	5.0 1.325
2.0.toyota_ventury	3.0 2.436
2.1.toyota_new_vios	3.0 0.171
4.1.new_toyota	56.0 12.525
4.1.toyota_csr	5.0 0.5
adx.2.0.toyota_safety_features_star_safety_system	7.0 5.152
adx.2.1.toyota_technical_center	6.0 0.176
2.0.gambar_mobil_toyota	3.0 3.0
2.0.harga_toyota_grand_new_kijang_innova	4.0 2.276
2.0.okezone_autos_toyota_gt	3.0 1.073
2.0.toyota_dyna	11.0 1.196
4.0.mobil_murah_dari_toyota	1.0 0.444
4.1.toyotama	3.0 0.195
adx.4.0.toyota_nears_launch	2.0 0.442
adx.4.0.toyota_sports	1.0 0.786
adx.4.1.toyota_sponsors_yahoo	1.0 0.574
adx.9.erniepalmertoyota.net	1.0 3.0
1.1.toyota_land_cruiser	14.0 7.829
2.0.manami_toyota	3.0 0.741
2.0.toyota_avanza	419.0 258.561
2.0.umw_toyota_motor	5.0 1.826
2.1.toyota_corona	102.0 8.66
2.1.toyota_uk_prius	1.0 0.046
4.0.safety_toyota_zero_project	5.0 2.04
adx.2.0.toyota_australia	3.0 0.423
adx.2.1.casey_toyota	5.0 1.48
adx.4.0.dailytech_toyota_talks_plans	1.0 0.285
adx.9.russelletoyota.com	1.0 1.0
1.1.toyota_agya	3.0 0.256
2.0.toyota_cresta	26.0 1.851
2.0.toyota_forklifts	1.0 0.043
2.0.toyota_has_luxury	8.0 1.4
2.0.toyota_kenalkan_otomotif_futuristik	1.0 0.322
2.1.toyota_blue_grass_stakes	2.0 0.078
4.0.toyota_corolla_verso	130.0 52.668
4.0.toyota_emina	9.0 6.192
4.0.toyota_jgrmx	1.0 0.518
4.1.toyota_sports800	1.0 0.081
adx.2.1.toyota_landcruiser	4.0 0.138
adx.2.1.toyota_soarer	4.0 0.171
1.1.toyota_touch	1.0 0.037
2.0.ini_harga_baru_toyota	2.0 0.752
2.0.new_toyota_btcc	6.0 2.01
2.1.toyota_hiluxes	2.0 0.06
4.0.toyota_other_models	4.0 0.22
4.1.toyota_auris_hsd	45.0 6.36
4.1.toyota_sharelunker	1.0 0.253
adx.1.1.toyota_hilux	1.0 0.043
adx.2.0.town_toyota_center	7.0 4.593
adx.4.0.toyota_scion	6.0 0.544
1.0.toyota_truck	1.0 0.028
2.0.toyota_presents	2.0 0.862
2.1.bikin_toyota	2.0 0.386
2.1.toyota_sports	17.0 13.362
4.0.sunshine_toyota_contact	8.0 4.864
4.0.toyota_cars_collection	3.0 0.489
4.0.tuned_toyota_gt	6.0 1.752
4.1.toyota_way_articles	4.0 2.692
adx.2.0.oem_toyota	3.0 0.108
1.0.toyota_panasonic	1.0 1.0
2.1.nascar_toyota_series	4.0 0.147
2.1.toyota_model_yaris	6.0 0.258
9.amostoyota.com	6.0 6.0
adx.2.1.toyota_gt	33.0 10.038
1.0.spesifikasi_mobil_murah_toyota_agya_indonesia	1.0 0.054
1.0.toyota_supra	6.0 2.278
2.0.toyota_cbu	1.0 0.056
2.0.toyota_jeff_wyler_toyota	3.0 0.765
2.1.lauren_toyota	7.0 4.01
4.0.toyota_kluger	41.0 7.783
4.1.baierl_toyota	1.0 0.152
4.1.toyota_city	63.0 2.033
4.1.toyota_trueno	6.0 0.188
9.sunnysidetoyotanews.com	1.0 1.0
adx.2.1.toyota_prado	4.0 0.808
adx.4.0.toyota_avensis	1.0 0.033
adx.4.1.toyota_tesla_partnership	1.0 0.304
1.0.new_toyota	1.0 0.213
2.0.brandnew_toyota	3.0 0.084
2.0.piezas_genuinas_toyota	10.0 6.64
2.0.sunshine_toyota_used_vehicles	4.0 3.72
2.0.toyota_mobile_offerings_mobile_touch_site_android_phones	1.0 0.895
2.0.toyota_previa	92.0 24.018
2.0.used_toyota_cars	83.0 29.211
4.0.driftworks_jzx81_toyota	1.0 0.924
4.0.mthode_lean_approche_toyota	57.0 3.538
4.1.toyota_gt86_car	1.0 0.051
adx.2.1.wyler_toyota	2.0 0.426
adx.4.0.toyota_factory_truck_maintenance_manuals	1.0 0.271
adx.4.0.toyota_park	2.0 0.586
1.1.toyota_accessories	1.0 0.281
2.0.toyota_porte	6.0 2.74
2.1.toyota_logo	14.0 0.616
4.0.galesburg_toyota	1.0 0.128
4.0.toyota_great_corolla	1.0 0.26
4.0.toyota_safety_iihs_top_safety_picks	57.0 42.978
4.0.toyota_tent_event	1.0 0.109
4.1.toyota_pakistan	127.0 14.061
4.1.toyota_toyota_toyota	3.0 0.153
9.buckhannontoyota.com	137.0 172.0
adx.2.1.toyota_rush	2.0 0.062
adx.4.0.toyota_starlet	1.0 0.088
1.0.toyota_agya	3.0 0.256
2.0.sims_toyota_northampton	1.0 0.065
2.0.toyota_astra_motor_job_vacancy	13.0 5.808
2.1.toyota_announces	1.0 0.199
2.1.toyota_mini_vci	12.0 5.94
4.0.lowongan_kerja_toyota_astra_motor	2.0 0.463
4.0.toyota_hybrids	1.0 0.252
4.0.toyota_targets_millennials	2.0 0.504
4.1.luxury_hybrid_toyota	1.0 0.036
9.blogtoyotaproductionsystem.blogspot.de	1.0 2.0
adx.4.1.toyota_makes_good	1.0 0.302
adx.4.1.toyota_mr2_spyder	1.0 0.037
2.0.toyota_engine	8.0 0.294
4.0.brz_ra_rc_toyota_subaru_toyota_gt	1.0 0.201
4.0.promozioni_toyota	7.0 1.001
4.0.toyota_replacement_engines	4.0 2.836
9.sunshinetoyota.com.au	191.0 474.0
adx.2.0.toyota_service	1.0 0.072
adx.2.1.toyota_venza	27.0 2.704
adx.4.1.toyota_aygo	1.0 0.488
2.0.blame_toyota	4.0 1.136
2.0.inyaxpyay106_tractor_king2003toyota_wish41430	12.0 12.0
2.0.toyota_grand_new_fortuner_vn_turbo	9.0 0.603
2.0.toyota_shopping_tool	1.0 0.154
2.0.toyota_texas_bass_classic_set	35.0 12.285
2.1.nippon_toyota	5.0 0.295
2.1.rstoyota_yaris_abs	1.0 0.076
2.1.toyota_ft_hs	100.0 9.513
4.0.toyota_tries	2.0 0.552
2.0.toyota_yardis	1.0 0.474
4.0.toyota_fj_cruiser	441.0 84.643
4.1.video_toyota	1.0 0.042
4.0.toyota_city	53.0 1.577
4.0.toyota_emitida	2.0 0.258
9.northsidetoyota.com	160.0 179.0
adx.2.1.toyota_spruces	1.0 0.441
adx.4.0.toyota_motor_corp	1.0 0.183
adx.4.1.mississauga_toyota	2.0 0.714
adx.4.1.toyota_service_coupons	1.0 0.237
1.0.toyota_starbox	1.0 0.582
2.0.toyota_great_corolla	1.0 0.038
2.1.mechanic_toyota_parts	1.0 0.451
2.1.toyota_toyota_toyota	1.0 0.185
4.0.toyota'nn	2.0 0.312
4.0.toyota_financial_services	31.0 7.193
4.1.toyota_mr2	298.0 97.86
adx.2.1.toyota_aurion	1.0 0.724
adx.4.0.toyota_rav4_ev	28.0 7.742
adx.9.toyotaofalbany.net	1.0 3.0
2.0.toyota_logo	14.0 0.616
2.0.toyota_sharelunker_program	6.0 0.316
2.1.luxury_hybrid_toyota	2.0 0.072
4.0.toyota_developing	1.0 0.251
4.1.toyota_isis	1.0 0.41
adx.1.1.toyota_concert_series	2.0 0.168
adx.2.0.toyota_etios	3.0 2.415
adx.4.0.toyota_yaris	11.0 3.55
4.0.toyotamodel	15.0 0.93
4.1.fletcher_toyota_dealership	1.0 0.402
4.1.hardtop_baru_toyota	20.0 6.12
4.1.toyota_exec	1.0 0.234
4.1.toyota_ukraine	1.0 0.342
adx.2.0.toyota_quantum	1.0 0.3
2.0.prius_toyota	2.0 0.168
2.1.toyota_ist	12.0 5.225
2.1.used_toyota_surf	47.0 24.126
4.0.toyota_new_auris_mobil_harga_spesifikasi	2.0 1.94
9.herbchamberstoyotaofauburn.com	58.0 61.0
1.1.toyota_league_cup	5.0 0.18
1.1.toyota_probox	1.0 0.176
2.0.toyota_confirms_timing	1.0 0.278
2.1.toyota_axio	92.0 44.64
2.1.toyota_corolla_gts	1.0 0.192
2.1.toyota_forklift_reviews	1.0 0.499
4.0.plan_holiday_toyota_reborn_akb48_akb48_toyota_toyota_reborn	2.0 0.486
4.0.toyota_industrial_equipment	25.0 12.23
4.0.toyota_tesla_partnership	1.0 0.304
adx.2.1.toyota_bets	1.0 0.193
adx.4.1.toyota_pickup	4.0 0.088
1.1.toyota_partner_robot	1.0 0.036
2.0.roseville_toyota	2.0 0.814
2.1.toyota_gt86_honoured	1.0 0.27
2.1.toyota_yaris_verso	2.0 0.138
4.1.toyota_rav4s	4.0 1.72
9.toyotapr.com	2188.0 2417.0
adx.2.0.toyota_motor_europe	1.0 0.146
adx.4.1.toyota_prius	187.0 41.477
1.0.toyota_tacoma	7.0 2.553
2.1.toyota_afl_finals_series	3.0 0.108
4.0.toyota_passo	28.0 9.437
4.0.toyota_tundra	503.0 206.839
4.1.toyota_group	25.0 1.688
4.1.toyota_want_owners	3.0 0.855
9.blog.andersontoyotalakehavasu.com	1.0 1.0
adx.2.0.mississauga_toyota	1.0 0.212
adx.2.1.toyota_noah	1.0 0.044
adx.4.1.toyota_highlander	13.0 3.398
1.0.marion_toyota	4.0 1.215
1.1.toyota_mark	3.0 1.153
2.0.toyota_tis_diagnostic_cable_online_shipping	1.0 0.537
4.0.harga_mobil_toyota_terbaru	203.0 90.2
4.1.boulevard_toyota	1.0 0.273
adx.2.0.toyota_parts	10.0 2.5
adx.2.1.toyota_fortune	2.0 1.196
adx.4.0.toyota_recalls	1.0 0.273
adx.4.0.toyota_safety_safety_technology	2.0 1.186
adx.4.1.toyota_hilux_surf	2.0 0.146
adx.4.1.used_toyota	2.0 0.078
1.1.toyota_ae86	1.0 0.169
2.0.toyota_js021	1.0 1.0
2.1.toyota_camry_hybrid	559.0 82.92
2.1.toyota_nasmoco_bantul	1.0 0.091
2.1.toyota_ts030_hybrid	4.0 0.605
4.0.daftar_harga_mobil_toyota	12.0 0.481
4.0.toyota_estima_hybrid	5.0 4.018
4.0.toyota_isis	1.0 0.41
adx.2.0.berlin_city_toyota_nh	1.0 0.179
adx.2.0.new_toyota_specials	1.0 0.174
adx.2.1.toyota_starlet_gt_turbo	1.0 0.877
1.0.pt_toyota_astra_motor	1.0 0.033
2.0.toyota_angler	4.0 0.66
2.1.islands_toyota	7.0 7.344
2.1.toyota_tv_mobil	1.0 0.206
4.0.quickpic_the_toyota	2.0 0.306
4.0.street_toyota	1.0 0.08
4.0.toyota_exec	1.0 0.234
4.0.toyota_fortuner	329.0 122.035
4.1.toyota_ft86	5.0 0.25
adx.2.0.toyota_safety_safety_technology	1.0 0.593
2.0.toyota_corolla	2480.0 863.128
2.0.toyota_forklift_safety	1.0 0.048
2.1.toyota_financial	2.0 0.092
2.1.website_ravindu_toyota	2.0 0.19
4.0.future_toyotas	1.0 0.483
4.0.toyota_corolla_sprinter	4.0 3.28
4.0.toyota_hilux	1955.0 542.819
4.1.share_toyota	4.0 0.52
4.1.toyota_special_offers	7.0 1.512
9.m.toyotaforklift.ca	10.0 10.0
adx.2.1.toyota_corolla_axio	2.0 1.294
adx.4.1.toyota_hybrid_system	1.0 0.046
1.0.toyota_walton_motors	2.0 2.0
2.0.jdm_toyota_mark	1.0 0.34
2.0.toyota_axio	86.0 44.006
2.1.new_japanese_toyota	1.0 0.472
4.0.penang_perodua_toyota_nissan_naza_proton	1.0 0.035
4.0.toyota_oem_engine_gasket_kit_ae111	2.0 1.314
4.1.toyota_emina	12.0 6.275
4.1.toyota_jgrmx	1.0 0.518
4.1.toyota_origin	3.0 0.078
4.1.toyota_park	28.0 7.957
4.1.toyota_tf109	28.0 0.672
adx.2.0.toyota_bets	1.0 0.193
adx.2.1.toyota_code_definition	3.0 0.072
adx.9.berlincitytoyotanh.com	34.0 44.0
1.0.toyota_production_system	2.0 0.16
2.0.toyota_levin	46.0 11.101
2.0.toyota_safety_iihs_top_safety_picks	28.0 21.489
2.1.dailytech_toyota	7.0 1.011
2.1.used_toyota_vigo	19.0 10.651
4.0.os_giken_ts2b_multi_plate_racing_clutch_kit_toyota	1.0 0.175
4.0.toyota_estima_lucida	2.0 2.181
4.0.toyota_nothing_soft	1.0 0.422
4.1.toyota_mark2_tourer	1.0 0.088
4.1.toyota_optimal_drive	3.0 0.279
adx.2.1.toyota_motor_manufacturing_west_virginia	1.0 0.042
adx.4.0.safety_toyota_zero_project	1.0 0.408
adx.4.0.toyota_motor_company	1.0 0.027
adx.4.1.toyota_scion	8.0 0.598
2.0.toyota_want_owners	1.0 0.285
2.1.toyota_ipsum	1.0 0.296
4.0.black_toyota_mark	5.0 2.504
4.0.toyota_corolla_e120	3.0 0.438
4.0.toyota_geneo_hybrid	1.0 0.543
4.1.toyota_caldina	2.0 0.083
4.1.toyota_surf_ssrg	1.0 0.092
4.1.toyota_tis	11.0 0.429
adx.1.0.toyota_prius	3.0 1.16
adx.2.0.new_toyota	5.0 0.61
adx.2.0.toyota_noah	1.0 0.044
adx.2.1.toyota_vios	5.0 0.238
adx.4.1.toyota_production_system	20.0 1.013
1.0.toyota_mark	3.0 1.153
2.0.toyota'nn	1.0 0.156
2.0.toyota_estima_hybrid	3.0 2.595
2.0.toyota_releases_gt	5.0 1.555
2.1.mercedes_toyota_porsche	1.0 0.546
4.0.toyota_soarer	5.0 3.09
adx.4.0.used_toyota	2.0 0.078
1.0.toyota_ae86	1.0 0.169
2.0.toyota_funcargo	4.0 2.9
2.0.toyota_swagger_wagon_supreme	1.0 0.071
2.1.inside_toyota	1.0 0.169
2.1.toyota_motor_manufacturing_alabama	1.0 0.04
4.0.custom_toyota_cars	6.0 3.126
4.0.toyota_ft86_subaru	2.0 1.02
9.toyotaoftheblackhillsnews.com	1.0 1.0
adx.11.rt_toyota_rav4.retargcnt	18244.0 27309.0
adx.2.0.toyota_canada	1.0 0.241
adx.4.0.toyota_premio	1.0 0.062
2.0.toyota_csr	2.0 0.2
2.1.toyota_usa	1.0 0.411
4.0.toyota_ft86	5.0 0.25
4.0.toyota_tests_radical_redesign	1.0 0.393
4.0.toyota_texas_bass_classic	402.0 262.999
4.0.toyota_touch_life	6.0 2.792
4.1.book_toyota	11.0 1.815
adx.2.1.toyota_hybrid_system	2.0 0.092
adx.4.0.toyota_reveals_dramatic_new	1.0 0.173
2.0.toyota_pixis_epoch_kei	1.0 0.493
4.1.toyota_financial_services	49.0 7.721
adx.4.0.toyota_coms	1.0 0.414
1.1.southeast_toyota	1.0 0.035
2.0.toyota_cressida	136.0 7.171
2.0.toyota_porsche	1.0 0.241
2.0.toyota_solara	11.0 4.781
2.1.toyota_optimal_drive	42.0 4.153
4.0.concord_toyota	1.0 0.09
4.0.toyota_park	28.0 7.957
4.0.warrenton_toyota	169.0 43.621
adx.2.1.toyota_homes	1.0 0.214
adx.4.1.toyota_pavilion_at_montage_mountain	4.0 0.144
2.0.mechanic_toyota_parts	1.0 0.451
2.0.toyota_championship	2.0 0.324
2.0.toyota_model	3.0 0.114
2.0.toyota_townace	3.0 1.325
2.1.toyota_ae101	6.0 1.266
2.1.toyota_motor_manufacturing_west_virginia	10.0 0.324
4.1.toyota_academy	6.0 0.408
4.1.toyota_urban_cruiser	181.0 99.362
9.tonkintoyotanews.com	3.0 3.0
adx.2.0.toyota_4runner	16.0 5.107
adx.2.0.toyota_models	26.0 1.398
adx.4.0.toyota_camry	193.0 62.091
adx.9.downtowntoyota.ca	8.0 8.0
2.0.mcneil_racing_inc_toyota	8.0 2.088
2.0.toyota_belta	92.0 56.7
2.0.toyota_ford_suv_ford	1.0 0.124
2.1.blame_toyota	4.0 1.136
4.1.toyota_hadirkan_agya	1.0 0.538
4.1.toyota_part	3.0 1.116
4.1.toyota_tries	2.0 0.552
adx.1.0.toyota_concert_series	2.0 0.168
adx.4.0.toyota_recall	7.0 0.53
adx.4.1.toyota_corporation	16.0 0.335
adx.9.coggintoyotanews.com	6.0 6.0
2.0.beaver_toyota	2.0 0.436
2.0.haley_toyota	2.0 0.88
2.0.ittoyota_gazoo	1.0 0.088
2.0.toyota_thaigascar	47.0 4.794
2.0.toyota_ts030_lmp1	34.0 12.614
4.0.hks_camshaft_intake_toyota_1jz_gte_vvt	2.0 1.984
4.0.toyota_click_toyota	42.0 3.074
4.0.toyota_informs_dealers	4.0 1.464
4.1.ftv_toyota	4.0 0.216
4.1.hendrickson_toyota	76.0 9.828
4.1.toyota_soluna	13.0 4.093
4.1.toyotas	80.0 3.494
4.1.volkswagen_overtakes_toyota	3.0 1.128
9.toyotagiaiphong.net.vn	15.0 16.0
adx.2.0.dailytech_toyota_talks_plans	19.0 5.415
adx.2.1.toyota_land_cruiser_70_series	1.0 0.356
adx.4.0.toyota_replacement_engines	1.0 0.709
adx.4.1.toyota_tacoma	56.0 12.143
1.1.toyota_motor_europe	2.0 0.146
2.0.aussie_toyota	1.0 0.378
2.0.fundacin_toyota	4.0 4.02
2.1.toyota_city	112.0 3.398
2.1.toyota_lawsuit_claims	1.0 0.04
2.1.toyota_nears_launch	10.0 2.21
4.1.innovation_sighting_toyota	1.0 0.284
4.1.toyota_celica	346.0 61.747
4.1.toyota_celica_gt	53.0 14.732
4.1.toyota_corolla_levin	38.0 8.571
4.1.toyota_vitz	1026.0 151.236
9.courtesytoyotanews.com	27.0 27.0
adx.4.0.toyota_celica_supra	2.0 0.133
2.0.subaru_brz_toyota	1.0 0.091
2.0.toyota_sequoia	83.0 25.152
4.0.book_toyota	19.0 2.447
4.0.toyota_car_dealers	20.0 8.2
4.0.toyota_starlet_glanza	1.0 0.887
4.1.toyota_indonesia	8.0 1.094
adx.2.1.toyota_starlet	5.0 0.315
1.1.toyota_motors	1.0 0.043
2.0.auto_technician_toyota	1.0 0.378
2.0.toyota_jwp_out	1.0 0.157
2.0.toyota_racing	28.0 2.376
